host_id,property_count,property_ids,is_superhost,host_rating,host_response_rate,hosts_year,host_number_of_reviews,total_reviews,positive_reviews,negative_reviews,avg_sentiment,avg_rating_cleanliness,avg_rating_communication,avg_rating_checkin,avg_rating_location,avg_rating_value,avg_price,avg_prediction,avg_price_delta,avg_lat,avg_long,avg_walk_score,avg_amenities_count,main_property_type,combined_advantages,combined_disadvantages,combined_suggestions,quality_score
458701680,1,625007294154734805,1,4.96,100,3,168,48,48,0,0.989,4.9,5.0,5.0,4.9,4.9,231.0,276.56504808306477,45.56504808306477,48.86193,2.36855,75.1,46.0,entire_place,Responsive Host (18x); Highly Recommend (14x); Great Location (14x); Great Host (12x); Well Equipped (10x),Noise Street (2x); Noise General (1x),"[Noise Street]: Location. How did the guest feel about the area and neighborhood? || [Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",0.989
459701814,1,713468857485022395,0,4.77,88,3,1048,22,21,1,0.908,4.7,4.7,4.9,4.9,4.6,301.0,531.3038998769149,230.3038998769149,48.8636,2.3598,89.9,38.0,entire_place,Walkable (5x); Responsive Host (5x); Great Location (5x); Highly Recommend (4x); Spacious (3x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,0.908
460495691,1,633075056825804055,0,4.95,100,3,37,24,23,1,0.917,5.0,5.0,5.0,5.0,4.9,183.72,176.09216225198082,-7.627837748019175,48.8625,2.3653,75.1,44.0,entire_place,Very Comfortable (6x); Highly Recommend (6x); Well Equipped (5x); Great Location (5x); Responsive Host (3x),Too Small (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",0.917
464015699,1,1343431046369374897,0,4.33,99,3,5105,1,1,0,0.998,,,,,,114.0,428.8706625312473,314.8706625312473,48.8607,2.3788,74.4,35.0,entire_place,Will Return (1x),No issues identified,No issues identified - keep up the great work!,0.998
484292568,1,908599895151427699,0,4.56,100,3,25,26,26,0,1.0,4.6,4.8,4.8,5.0,4.8,273.02,350.37527811292034,77.35527811292036,48.86385,2.36557,75.6,47.0,entire_place,Will Return (8x); Responsive Host (6x); Well Equipped (6x); Spacious (6x); Very Comfortable (4x),Dirty General (2x); Safety Concerns (2x),"[Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California. || [Safety Concerns]: Location: Was the guest made aware of safety, transportation, points of interest, and special considerations like noise or other situations that might affect them?",1.0
485028504,1,1304167688556821798,0,3.94,100,2,192,11,7,4,0.285,4.3,4.4,4.0,4.9,4.3,195.0,654.4901132585678,459.4901132585678,48.86742060288238,2.336313210429854,87.9,14.0,entire_place,Responsive Host (3x); Quiet Area (1x); Highly Recommend (1x); Very Clean (1x); Good Value (1x),Too Small (2x); Dirty General (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews. || [Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",0.285
485484872,1,772309023125946843,1,4.9,100,3,78,24,23,1,0.924,4.8,5.0,4.9,4.9,4.8,128.0,182.86527426538217,54.86527426538217,48.8715,2.3515,74.1,35.0,entire_place,Will Return (5x); Responsive Host (5x); Well Equipped (3x); Walkable (2x); Very Clean (2x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,0.924
494446214,1,797666602882462488,0,4.89,29,2,9,9,9,0,1.0,4.7,4.8,4.7,5.0,4.8,144.41,204.08817143705843,59.67817143705844,48.86464,2.35006,97.1,35.0,entire_place,Highly Recommend (3x); Walkable (2x); Very Comfortable (1x); Great Location (1x); Very Clean (1x),No issues identified,No issues identified - keep up the great work!,1.0
494957630,1,918028641397240870,1,5.0,100,2,23,23,23,0,1.0,5.0,5.0,4.9,5.0,4.8,452.73,810.3114870092954,357.5814870092954,48.84845236031991,2.318727452072704,1.3,44.0,entire_place,Highly Recommend (9x); Perfect Stay (8x); Well Equipped (7x); Very Comfortable (6x); Responsive Host (6x),Noise General (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",1.0
495824206,1,1038905827338722922,0,4.55,99,2,474,10,8,2,0.595,4.1,4.5,4.6,4.5,4.0,126.0,337.09842006209436,211.09842006209436,48.8532,2.3424,87.0,36.0,entire_place,Great Location (4x); Good Bed (1x); Responsive Host (1x),Too Small (2x); Dirty Bathroom (1x); Smell Issues (1x); Bugs Pests (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews. || [Dirty Bathroom]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water || [Smell Issues]: Everyone has a different sense of smell. Strong scents of any kind can be off-putting to guests. Trying to mask odors with bleach, air fresheners, or other solutions usually doesn’t work, Diana says.",0.595
505866708,1,888814135532522875,0,4.96,100,2,25,2,2,0,1.0,,,,,,746.35,525.4075231300919,-220.9424768699081,48.8503,2.3483,64.1,43.0,entire_place,Responsive Host (1x); Very Comfortable (1x),No issues identified,No issues identified - keep up the great work!,1.0
507301255,1,1171675047091186254,0,4.12,95,2,1622,16,13,3,0.627,4.5,4.2,4.6,4.7,4.1,167.92,746.3679971714378,578.4479971714378,48.84555121439208,2.37623419191902,75.7,29.0,entire_place,Great Location (2x); Central (1x); Spacious (1x); Well Equipped (1x),Overpriced (1x),"[Overpriced]: You can develop and evolve your Smart Pricing strategy over time. This includes adjusting minimum and maximum prices, as well as setting custom prices, promotions, and discounts for the dates you’ve chosen to override Smart Pricing.",0.627
507729478,1,858484689104318108,0,4.54,100,2,13,13,11,2,0.719,4.8,4.6,4.1,4.7,4.5,348.25,515.4856836104043,167.2356836104043,48.836,2.3574,74.6,19.0,entire_place,Responsive Host (1x); Great View (1x); Spacious (1x); Central (1x); Very Comfortable (1x),Host Unresponsive (1x),"[Host Unresponsive]: Guests value fast, clear communication, and Superhost criteria require hosts to have a response rate of at least 90%. Setting up quick replies helps you respond easily and efficiently to guests.",0.719
509554688,1,867251904464621937,0,4.95,100,2,22,22,22,0,1.0,5.0,5.0,5.0,5.0,4.8,318.0,595.1001900351889,277.1001900351889,48.8696,2.3699,74.1,36.0,entire_place,Highly Recommend (4x); Spacious (4x); Will Return (4x); Perfect Stay (3x); Quiet Area (3x),Noise General (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",1.0
512353870,1,880462047308507179,0,4.86,100,2,36,24,24,0,0.984,4.9,5.0,4.9,5.0,4.7,297.77,230.99586362101684,-66.77413637898314,48.8549,2.3682,75.2,21.0,entire_place,Responsive Host (6x); Will Return (6x); Great Location (4x); Great Host (2x); Very Clean (2x),Too Small (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",0.984
512746089,1,1267394734091655357,0,0.0,100,5,0,6,6,0,1.0,5.0,5.0,5.0,5.0,4.8,299.0,696.3973184041715,397.39731840417153,48.8683,2.3357,80.0,31.0,entire_place,Responsive Host (2x); Great Location (2x); Walkable (2x); Will Return (1x),No issues identified,No issues identified - keep up the great work!,1.0
515543871,1,895542393093451174,1,4.93,100,2,28,24,22,2,0.849,4.9,4.9,4.8,5.0,4.8,139.0,163.62994913880698,24.62994913880698,48.8618,2.3691,73.9,13.0,entire_place,Very Comfortable (8x); Highly Recommend (7x); Great Location (6x); Will Return (5x); Responsive Host (5x),No issues identified,Note: 2 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,0.849
518893133,1,1156549814364959872,0,0.0,100,5,0,12,10,2,0.649,4.8,4.5,4.7,4.8,4.5,328.39,256.46860069068657,-71.92139930931341,48.86809,2.34943,88.9,24.0,entire_place,Will Return (4x); Highly Recommend (4x); Beautiful Place (2x); Well Equipped (2x); Great Location (2x),No issues identified,Note: 2 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,0.649
522137539,1,922376104841989198,1,5.0,100,2,25,24,24,0,1.0,4.9,5.0,4.8,4.9,4.9,420.63,325.3078030137159,-95.3221969862841,48.85519,2.38079,74.6,29.0,entire_place,Spacious (6x); Will Return (5x); Highly Recommend (5x); Very Comfortable (4x); Great Location (2x),No issues identified,No issues identified - keep up the great work!,1.0
523604549,1,927955989840054947,0,4.9,88,2,10,10,9,1,0.839,4.6,5.0,4.8,5.0,4.8,287.06,438.65963490237544,151.59963490237544,48.8745,2.344,70.9,43.0,entire_place,Spacious (3x); Responsive Host (2x); Quiet Area (1x); Central (1x); Highly Recommend (1x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,0.839
524475545,1,931096000157615057,0,4.94,100,2,17,17,17,0,0.974,4.7,4.9,4.9,4.9,4.8,162.0,468.9137024185979,306.9137024185979,48.87632945150105,2.368115185626349,74.7,27.0,entire_place,Highly Recommend (3x); Great Location (2x); Quiet Area (1x); Friendly Host (1x),No issues identified,No issues identified - keep up the great work!,0.974
524708996,1,1300040698232997307,0,4.59,93,2,27,5,5,0,0.998,5.0,4.8,4.8,4.8,5.0,133.0,308.6504508108838,175.6504508108838,48.86117977869208,2.339801553091612,73.8,32.0,entire_place,Great Location (3x); Quiet Area (1x); Good Value (1x); Central (1x); Very Comfortable (1x),Noise General (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",0.998
526047514,1,1019019105678840779,1,4.78,99,2,406,16,12,4,0.509,4.8,4.4,4.2,4.8,4.0,575.0,411.2459062736389,-163.75409372636108,48.867,2.3452,85.6,55.0,entire_place,Central (6x); Great Location (4x); Quiet Area (4x); Beautiful Place (3x); Well Equipped (2x),No issues identified,Note: 4 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,0.509
541551090,1,1305725373304307802,0,4.53,100,1,989,5,5,0,0.999,4.4,5.0,5.0,5.0,4.8,108.0,702.8178971568021,594.8178971568021,48.85661,2.35927,78.4,36.0,entire_place,Responsive Host (3x); Spacious (2x); Highly Recommend (1x); Well Equipped (1x); Good Bed (1x),Noise General (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",0.999
543070586,1,1340601124199344870,0,4.4,100,1,5,1,1,0,1.0,,,,,,173.0,435.2262054071798,262.2262054071798,48.87063865467187,2.362695886026551,74.7,15.0,entire_place,Quiet Area (1x),No issues identified,No issues identified - keep up the great work!,1.0
544238207,1,1091207297249081125,0,0.0,50,5,0,12,12,0,1.0,4.8,4.8,4.8,4.8,4.7,287.06,756.1493548397079,469.08935483970794,48.8504,2.3298,73.3,41.0,entire_place,Great Location (6x); Responsive Host (4x); Walkable (4x); Will Return (2x); Highly Recommend (2x),No issues identified,No issues identified - keep up the great work!,1.0
544353526,1,1176585246940154735,0,4.5,100,2,777,21,18,3,0.695,4.7,4.4,4.0,4.9,4.4,206.97,310.54117714449,103.57117714449001,48.85136172054165,2.374693228525911,74.9,30.0,entire_place,Quiet Area (5x); Very Clean (4x); Great Location (2x); Walkable (2x); Will Return (2x),Too Cold (1x),"[Too Cold]: Turn things off: From the lights to the heating, detail what needs to be shut off.",0.695
549151518,1,1037780486463838268,0,4.74,100,2,19,19,18,1,0.896,4.9,4.9,4.7,5.0,4.7,231.0,319.4318022698907,88.43180226989068,48.8444,2.3485,75.9,43.0,entire_place,Spacious (4x); Great Location (3x); Responsive Host (3x); Will Return (3x); Very Clean (2x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,0.896
557825666,1,1073985231949352262,1,4.88,100,1,25,4,4,0,1.0,4.8,4.8,5.0,5.0,4.5,293.85,686.0388722935347,392.1888722935347,48.8521,2.37875,75.5,3.0,entire_place,Spacious (1x); Great Location (1x); Great Host (1x),No issues identified,No issues identified - keep up the great work!,1.0
559379728,1,1080130262930287020,1,4.84,100,1,19,19,19,0,1.0,4.7,5.0,4.9,4.9,4.8,155.01,311.33366350776123,156.32366350776124,48.8569,2.3747,73.8,28.0,entire_place,Great Location (5x); Responsive Host (4x); Very Comfortable (4x); Great Host (3x); Well Equipped (2x),Too Small (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",1.0
560892322,1,1102923011454388735,1,4.9,100,1,20,20,20,0,0.999,5.0,4.8,4.9,5.0,4.7,761.0,214.15155452294673,-546.8484454770532,48.85351,2.35531,74.9,32.0,entire_place,Will Return (5x); Great Location (4x); Highly Recommend (3x); Beautiful Place (3x); Very Comfortable (3x),Too Hot (1x); Too Small (1x),"[Too Hot]: Opening doors and windows or using fans doesn’t stop carbon monoxide building up indoors. Although carbon monoxide can't be seen or smelled, it can rapidly lead to full incapacitation and death. If you start to feel sick, dizzy, or weak, get to fresh air right away—don’t delay. || [Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",0.999
562852388,1,1096662244187409261,0,4.44,100,1,178,23,19,4,0.655,4.8,4.9,4.9,4.9,4.6,206.07,268.95596824598124,62.885968245981246,48.86172,2.3579,76.2,29.0,entire_place,Great Location (9x); Highly Recommend (5x); Walkable (3x); Very Clean (2x); Will Return (2x),Noise General (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",0.655
564251645,1,1142482273114637759,0,4.31,96,1,305,1,0,1,0.0020000000000000018,,,,,,206.69,492.376272096674,285.686272096674,48.87074,2.37071,74.8,33.0,entire_place,No specific themes identified,No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,0.0020000000000000018
568231770,1,1131828309025095170,0,4.5,100,1,8,8,6,2,0.531,4.8,4.8,4.8,5.0,4.4,199.63,431.96363525469906,232.33363525469906,48.8593,2.3647,81.2,18.0,entire_place,Will Return (2x); Very Comfortable (2x); Walkable (1x); Well Equipped (1x); Great Location (1x),No issues identified,Note: 2 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,0.531
577507547,5,"1221544621094886910,821677058302117632,44055734,1356474350899043683,668530674136182328",1,5.0,94,8,29,123,92,31,0.6685,4.033333333333334,4.433333333333334,4.666666666666667,4.8999999999999995,4.133333333333334,342.19399999999996,666.0426396486853,323.8486396486852,48.858938,2.355424,77.7,33.0,entire_place,Great Location (3x); Highly Recommend (1x); Great Location (12x); Highly Recommend (10x); Walkable (8x); Will Return (8x); Responsive Host (7x); Spacious (2x); Very Clean (1x); Well Equipped (1x); Great Kitchen (1x); Responsive Host (1x); Well Equipped (1x); Highly Recommend (7x); Walkable (5x); Spacious (5x); Responsive Host (4x); Very Comfortable (4x),Dirty Bathroom (2x); Overpriced (1x); Dirty General (1x); No issues identified; Noise Street (1x); Uncomfortable Bed (1x); Dirty General (2x); Bugs Pests (1x),"[Dirty Bathroom]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water || [Overpriced]: You can develop and evolve your Smart Pricing strategy over time. This includes adjusting minimum and maximum prices, as well as setting custom prices, promotions, and discounts for the dates you’ve chosen to override Smart Pricing. || [Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.; Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.; [Noise Street]: Location. How did the guest feel about the area and neighborhood? || [Uncomfortable Bed]: Bedding. This includes a bed sheet; a blanket, comforter, or top-sheet; and one sleeping pillow per person with a pillowcase.",0.6685
579231109,1,1163060866960206005,0,4.75,100,1,4,4,3,1,0.517,4.8,4.2,3.8,5.0,4.8,242.28,319.9014404069674,77.62144040696742,48.85844752371491,2.357376780229651,79.3,25.0,entire_place,Perfect Stay (1x); Walkable (1x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,0.517
593333778,1,940497189024183408,1,4.86,100,10,276,23,23,0,0.985,4.8,4.8,4.7,4.8,4.6,517.0,966.9729280039998,449.97292800399975,48.873,2.3416,74.0,39.0,entire_place,Great Location (6x); Responsive Host (5x); Walkable (4x); Spacious (4x); Very Comfortable (3x),Noise General (2x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",0.985
656613870,2,"1141095512155282029,38013076",1,4.8,100,8,103,38,32,6,0.661,4.699999999999999,4.65,4.65,4.85,4.35,264.115,690.71221869085,426.59721869084996,48.858599999999996,2.3758,74.35,35.0,entire_place,Great Location (4x); Good Value (2x); Walkable (2x); Very Clean (2x); Central (1x); Very Clean (5x); Very Comfortable (3x); Responsive Host (2x); Will Return (2x); Great Location (2x),Dirty General (3x); Smell Issues (3x); Noise Street (1x); Noise General (1x),"[Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.; [Smell Issues]: Everyone has a different sense of smell. Strong scents of any kind can be off-putting to guests. Trying to mask odors with bleach, air fresheners, or other solutions usually doesn’t work, Diana says. || [Noise Street]: Location. How did the guest feel about the area and neighborhood? || [Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",0.661
